Ticket #,Customer Complaint,Date,Time,Received Via,City,State,Zip code,Filing on Behalf of Someone,Status
339600,Comcast,13-06-2015,10:20:36 PM,Customer Care Call,Knoxville,Tennessee,37918,No,Open
339770,Comcast monthly data usage cap,14-06-2015,9:21:34 AM,Customer Care Call,Knoxville,Tennessee,37918,No,Open
340029,Comcast data limits and overage charges,14-06-2015,4:11:14 PM,Internet,Knoxville,Tennessee,37917,No,Solved
342298,Comcast Data Use Caps,15-06-2015,8:19:23 PM,Internet,Knoxville,Tennessee,37914,No,Open
343023,Data Caps,16-06-2015,11:48:59 AM,Internet,Knoxville,Tennessee,37923,No,Open
348451,Service out/no customer service provided,18-06-2015,11:47:15 AM,Customer Care Call,Knoxville,Tennessee,37909,No,Solved
353784,Comcast Data Usage,20-06-2015,1:09:23 PM,Customer Care Call,Knoxville,Tennessee,37919,No,Pending
360167,Forced data capping,23-06-2015,9:07:30 PM,Internet,Knoxville,Tennessee,37909,Yes,Pending
360358,Comcast Costs,23-06-2015,10:29:07 PM,Internet,Knoxville,Tennessee,37916,No,Open
360742,Unfair Billing Practices,24-06-2015,2:00:16 AM,Internet,Knoxville,Tennessee,37909,No,Open
368771,Request to transfer e-mail account from Comcast.,26-06-2015,4:20:12 PM,Customer Care Call,Kunkletown,Pennsylvania,10858,No,Solved
356498,Comcast Data Cap,22-06-2015,4:37:03 PM,Customer Care Call,La Follette,Tennessee,37766,No,Solved
215483,complaint against comcast/infinity,4/2/2015,9:22:12 PM,Internet,Lafayette,California,94549,No,Closed
326978,Complaint about service provided by Comcast/Xfinity,6/6/2015,4:23:14 PM,Internet,Lafayette,Indiana,47909,No,Solved
366507,Problems with Comcast,25-06-2015,5:20:34 PM,Customer Care Call,Lafayette,Indiana,47904,No,Solved
251408,Service Provided is Not What was Promised,22-04-2015,9:20:05 PM,Internet,Lake City,Florida,32025,No,Closed
305358,Email account removed,24-05-2015,4:02:49 PM,Customer Care Call,Lake City,Florida,32025,No,Solved
372351,internet,29-06-2015,1:52:24 PM,Internet,Lake Lotwawana,Missouri,64086,No,Solved
342487,Billing fraud by Comcast,15-06-2015,11:40:30 PM,Internet,Lake Oswego,Oregon,97035,No,Solved
350930,Comcast,19-06-2015,1:36:03 AM,Customer Care Call,Lake Station,Indiana,46405,No,Solved
317426,internet availability for students,6/1/2015,4:59:16 PM,Internet,Lake Tapps,Washington,98391,Yes,Open
258370,billing,27-04-2015,10:38:03 AM,Internet,Lake Worth,Florida,33467,No,Closed
301352,Comcast internet,21-05-2015,1:46:25 PM,Internet,Lake Worth,Florida,33461,No,Solved
349083,Comcast Internet Billing,18-06-2015,2:27:51 PM,Customer Care Call,Lake Worth,Florida,33467,Yes,Open
272570,Inability to call 911 service during a power outage,5/4/2015,6:32:40 PM,Customer Care Call,Lakewood,Colorado,80227,No,Solved
322200,Comcast monopoly hurting my business,6/3/2015,7:39:35 PM,Customer Care Call,Lakewood,Colorado,80215,No,Open
359672,Comcast-Billing,23-06-2015,6:14:10 PM,Internet,Lakewood,Colorado,80214,No,Solved
370657,Internet speed not as advertised,27-06-2015,11:49:04 PM,Customer Care Call,Lakewood,Colorado,80228,No,Open
375292,Underhanded sales techniques,30-06-2015,3:59:45 PM,Internet,Lakewood,Colorado,80215,No,Pending
360760,Comcast Internet,24-06-2015,2:25:45 AM,Internet,Lakewood,Washington,98498,Yes,Open
224907,Internet/Phone Billing Services,4/8/2015,5:14:27 PM,Internet,Lancaster,Pennsylvania,17601,No,Closed
327394,Fraudulent billing practice,6/7/2015,1:35:54 PM,Customer Care Call,Lancaster,Pennsylvania,17602,No,Solved
359952,Not receiving network speed as advertised,23-06-2015,7:44:18 PM,Customer Care Call,Lancaster,Pennsylvania,17603,No,Open
217488,Internet Speed/Service,4/3/2015,11:45:34 PM,Internet,Lansing,Michigan,48917,No,Closed
254865,Comcast not honoring agreement,24-04-2015,11:10:28 AM,Customer Care Call,Lansing,Michigan,48910,No,Closed
287152,Falsified unreturned equipment fees,13-05-2015,10:12:47 AM,Internet,Lansing,Michigan,48912,No,Solved
360633,Slow comcast internet,24-06-2015,12:29:01 AM,Customer Care Call,Lansing,Michigan,48917,No,Solved
360805,Comcast not delivering advertised speed,24-06-2015,3:40:52 AM,Internet,Lansing,Michigan,48917,No,Open
368658,Comcast Support,26-06-2015,3:40:10 PM,Internet,Lansing,Michigan,48911,No,Pending
268345,Several issues,5/1/2015,11:47:17 AM,Internet,Lantana,Florida,33462,No,Closed
281869,Inappropriate billing,5/9/2015,2:10:19 PM,Customer Care Call,Lantana,Florida,33462,No,Closed
290320,comcast internet offer,14-05-2015,3:43:29 PM,Internet,Larkspur,California,94939,No,Solved
323021,Comcast Las Cruces New Mexico,6/4/2015,11:50:46 AM,Customer Care Call,Las Cruces,New Mexico,88011,No,Closed
371411,Unfair Billing Practices,29-06-2015,12:41:11 AM,Customer Care Call,Las Cruces,New Mexico,88011,No,Solved
270736,Comcast Stockholder Response,5/3/2015,5:36:02 PM,Customer Care Call,Las Vegas,Nevada,89104,No,Closed
334003,Xfinity Cable & Internet repackage scam,6/10/2015,9:50:41 PM,Customer Care Call,Lauderhill,Florida,33313,No,Solved
312662,Constant loss of account,28-05-2015,9:13:08 PM,Customer Care Call,Laurel,Maryland,20708,Yes,Solved
361873,Xfinity Slow Internet,24-06-2015,1:16:18 PM,Customer Care Call,Laurel,Maryland,20708,No,Solved
375959,Comcast Poor Customer Service and Degraded Service,30-06-2015,7:19:20 PM,Internet,Laurel,Maryland,20708,No,Solved
262831,Data cap,28-04-2015,7:53:37 PM,Customer Care Call,Laurel,Mississippi,39440,No,Closed
328006,Comcast Internet,6/8/2015,11:05:55 AM,Customer Care Call,Laurel,Mississippi,39440,No,Solved
351933,Billing discrepancies and misrepresentation of package prices,19-06-2015,1:40:08 PM,Internet,Lawranceville,Georgia,30045,No,Solved
228320,Comcast Cancellation,4/10/2015,11:06:01 AM,Internet,Lawrenceville,Georgia,30044,No,Closed
289071,Comcast Data Limit,14-05-2015,12:16:01 AM,Customer Care Call,Lawrenceville,Georgia,30045,No,Solved
372425,Comcast Data Cap,29-06-2015,2:15:07 PM,Internet,Lawrenceville,Georgia,30045,No,Pending
277366,lack of service and speed,5/6/2015,9:42:42 PM,Internet,League City,Texas,77573,No,Closed
370440,Comcast in violation of merger terms,27-06-2015,7:18:54 PM,Customer Care Call,League City,Texas,77539,No,Solved
360320,online adertised price was not honored over phone,23-06-2015,10:16:01 PM,Internet,Lebanon,New Hampshire,3766,No,Solved
358703,"Comcast inflated and ""undetermined"", ever-increasing rates",23-06-2015,2:39:13 PM,Customer Care Call,Lebanon,New Jersey,8833,No,Open
362928,Locals,24-06-2015,5:24:09 PM,Customer Care Call,Lebanon,Oregon,97355,No,Open
260336,comcast fees and internet services,27-04-2015,9:21:34 PM,Customer Care Call,Lebanon,Pennsylvania,17046,No,Closed
233974,Blocking the viewing of websites,14-04-2015,10:03:37 AM,Customer Care Call,Lehigh Acres,Florida,33974,No,Closed
299683,bait and switch,20-05-2015,3:46:39 PM,Internet,Lehigh Acres,Florida,33936,No,Open
360791,Unfair pricing,24-06-2015,3:06:22 AM,Internet,Lehigh Acres,Florida,33936,Yes,Open
347557,unresponsive calls to customer service regarding wifi hotspots,17-06-2015,10:06:54 PM,Customer Care Call,Lemont,Illinois,60439,No,Open
222075,COMCAST BILLING,4/7/2015,3:03:43 PM,Customer Care Call,Levittown,Pennsylvania,19055,Yes,Closed
332408,Comcast promised credits by superviser,6/10/2015,11:46:59 AM,Internet,Levittown,Pennsylvania,19055,No,Open
327786,bait & switch,6/8/2015,6:18:48 AM,Internet,Lilburn,Georgia,30047,No,Closed
362485,Data Caps,24-06-2015,3:49:24 PM,Internet,Lilburn,Georgia,30047,No,Pending
360828,Data caps,24-06-2015,4:21:19 AM,Internet,Lilburn,Georgia,30047,Yes,Pending
374157,Comcast data cap,30-06-2015,10:32:56 AM,Internet,Lilburn,Georgia,30047,No,Open
218049,cheating customer,4/4/2015,5:45:02 PM,Internet,Lincolnwood,Illinois,60712,No,Closed
344415,Comcast Bundled Services,16-06-2015,7:49:59 PM,Customer Care Call,Lindenwold,New Jersey,8021,Yes,Open
341950,Xfinity unable to correct issue of losing connection,15-06-2015,5:40:17 PM,Internet,Linwood,New Jersey,8221,No,Open
360235,Comcast,23-06-2015,9:44:45 PM,Internet,Lisle,Illinois,60532,No,Solved
368198,Monopolistic Billing Practices,26-06-2015,1:34:44 PM,Internet,Lisle,Illinois,60532,No,Solved
256913,300 GB monthly allowance,25-04-2015,1:10:02 PM,Customer Care Call,Lithia Springs,Georgia,30122,No,Closed
360550,Comcast Data Cap,23-06-2015,11:36:42 PM,Internet,Lithia Springs,Georgia,30122,Yes,Pending
221665,Internet down,4/7/2015,1:17:58 PM,Internet,Lithonia,Georgia,30058,No,Closed
263720,Comcast Data Threshold,29-04-2015,11:30:36 AM,Customer Care Call,Lithonia,Georgia,30058,No,Closed
312637,customer service,28-05-2015,8:49:57 PM,Internet,Lithonia,Georgia,30058,No,Pending
354540,customer service & price,21-06-2015,10:39:53 AM,Internet,Lithonia,Georgia,30058,No,Closed
372723,Loss of Electronics/Poor Customer Service/Faulty Grounding,29-06-2015,3:35:57 PM,Customer Care Call,Lithonia,Georgia,30058,No,Closed
274026,Ongoing Comcast internet outages.,5/5/2015,2:42:31 PM,Customer Care Call,Little Rock,Arkansas,72203,No,Closed
359868,unfair Internet prices,23-06-2015,7:18:44 PM,Customer Care Call,Little Rock,Arkansas,72223,No,Solved
362556,Comcast internet Dropping out,24-06-2015,4:00:43 PM,Internet,Little Rock,Arkansas,72223,No,Solved
361742,Comcast Problems,24-06-2015,12:44:28 PM,Customer Care Call,Little Rock,Arkansas,72205,No,Solved
338149,Overcharged for underperforming services,6/12/2015,6:20:55 PM,Customer Care Call,Littleton,Colorado,80123,No,Solved
369960,I am being throttled by Comcast,27-06-2015,1:14:37 PM,Internet,Littleton,Colorado,80123,No,Solved
231375,Comcast Unfair Billing Practices,4/12/2015,6:07:28 PM,Internet,Littleton,Massachusetts,1460,No,Closed
213817,comcast billing shutting off service,4/2/2015,11:23:54 AM,Customer Care Call,Live Oak,California,95953,No,Open
374291,comcastcomcas,30-06-2015,11:19:50 AM,Internet,Lndianapolis,Indiana,46228,No,Open
211472,comcast cable,4/1/2015,10:43:20 AM,Customer Care Call,Lockport,Illinois,60441,No,Closed
231374,Fraudulent Billing practices by Comcast,4/12/2015,6:03:51 PM,Customer Care Call,Locust Grove,Virginia,22508,No,Closed
344348,Services Interrupted,16-06-2015,7:12:42 PM,Customer Care Call,Locust Grove,Virginia,22508,No,Solved
352012,Internet contract issue,19-06-2015,2:00:04 PM,Internet,Lodi,California,95242,No,Solved
366778,Comcast Billing,25-06-2015,6:47:13 PM,Internet,Logan,Utah,84321,Yes,Solved
291331,Xfinity: Bogus modem charges,15-05-2015,9:56:08 AM,Internet,Loganville,Georgia,30052,No,Solved
316040,n/a (b) (6),31-05-2015,9:25:28 PM,Internet,Loganville,Georgia,30052,No,Pending
351393,Comcast,19-06-2015,11:20:13 AM,Customer Care Call,Loganville,Georgia,30052,No,Solved
361105,Poor Customer Service and Internet Availability,24-06-2015,9:58:38 AM,Internet,Loganville,Georgia,30052,No,Solved
324702,Comcast Service,6/5/2015,8:14:46 AM,Customer Care Call,Lonaconing,Maryland,21539,No,Solved
362024,internet service and phone service,24-06-2015,1:54:04 PM,Internet,Long Grove,Illinois,60047,No,Solved
361528,Xfinity,24-06-2015,11:59:36 AM,Customer Care Call,Longmont,Colorado,80504,No,Open
352951,Internet Speeds and Billing Errors,19-06-2015,6:41:29 PM,Internet,Los Alamos,New Mexico,87544,Yes,Open
272972,Comcast Billing Issue,5/4/2015,11:57:58 PM,Internet,Los Angeles,California,90034,No,Closed
367365,Internet Throttling & Unfair Billing Practices,26-06-2015,4:21:20 AM,Internet,Los Gatos,California,95032,No,Closed
367949,Internet Throttling & Unfair Billing Practices,26-06-2015,12:04:31 PM,Internet,Los Gatos,California,95032,No,Solved
375794,Comcast False Advertising,30-06-2015,6:16:26 PM,Internet,Los Gatos,California,95033,No,Open
370484,Speeds slower than advertised,27-06-2015,8:08:01 PM,Customer Care Call,Louisville,Colorado,80027,No,Solved
305856,Increase in Price of internet,25-05-2015,1:36:39 PM,Internet,Louisville,Tennessee,37777,Yes,Solved
362020,Comcast,24-06-2015,1:53:15 PM,Internet,Lowell,Massachusetts,1854,Yes,Solved
333846,Comcast internet,6/10/2015,8:25:49 PM,Internet,Lutherville,Maryland,21093,No,Open
340455,Slowness of Internet,15-06-2015,9:07:16 AM,Internet,Lynchburg,Virginia,24502,No,Solved
339012,Video Throttling,13-06-2015,1:12:13 PM,Internet,Lynnfield,Massachusetts,1940,No,Solved
349588,Comcast/xfinity,18-06-2015,3:38:33 PM,Customer Care Call,Lynnwood,Washington,98036,No,Solved
374749,Ridiculous and inconsistent billing,30-06-2015,1:30:48 PM,Internet,Lynnwood,Washington,98036,No,Solved
370293,Comcast over inflating Data Meter Usage,27-06-2015,5:12:43 PM,Customer Care Call,Mabelton,Georgia,30126,No,Closed
227906,Comcast Billing Fraud,4/9/2015,10:38:59 PM,Internet,Mableton,Georgia,30126,No,Closed
333248,Comcast - Incorrect Billing Issues - Has Happened on Multiple Occasions with my Account,6/10/2015,4:27:06 PM,Internet,Mableton,Georgia,30126,No,Solved
371924,Repeated issues with Comcast billing and customer service,29-06-2015,11:53:31 AM,Internet,Macomb,Illinois,61455,No,Solved
300802,Comcast Data cap,21-05-2015,9:05:26 AM,Customer Care Call,Madison,Alabama,35756,No,Open
361078,Unfair pricing practices,24-06-2015,9:50:19 AM,Internet,Madison,Alabama,35758,Yes,Solved
300500,Comcast Customer Service,20-05-2015,8:49:38 PM,Internet,Madison,Connecticut,6443,No,Solved
340564,Comcast Business Internet -- Not Providing Service to New Location & Will Not Terminate Contract Despite Multiple Attempts,15-06-2015,10:16:23 AM,Internet,Madison,Mississippi,39110,No,Solved
324188,Data Caps Discourage Commerce,6/4/2015,6:55:59 PM,Customer Care Call,Madison,Tennessee,37115,No,Solved
359823,Comcast Internet Is Atrocious,23-06-2015,7:07:16 PM,Internet,Magalia,California,95954,No,Pending
365166,Comcast,25-06-2015,1:51:26 PM,Customer Care Call,Manahawkin,New Jersey,8059,No,Solved
371299,Internet speed,28-06-2015,9:09:54 PM,Customer Care Call,Manahawkin,New Jersey,8050,No,Open
270663,Comcast cancellation issue,5/3/2015,3:41:03 PM,Customer Care Call,Manassas,Virginia,20110,No,Solved
244436,internet availability,20-04-2015,11:43:14 AM,Customer Care Call,Manchester,New Hampshire,3102,No,Closed
302448,Comcast is giving me the ring around and charged me $130,21-05-2015,7:36:45 PM,Internet,Manchester,New Hampshire,3101,No,Solved
361007,comcast over charges,24-06-2015,9:27:57 AM,Internet,Manchester,New Jersey,8759,Yes,Solved
234680,Comcast Internet Billing Problems/Disrespectful Customer Service Agents,14-04-2015,1:24:46 PM,Internet,Manchester,Pennsylvania,17345,No,Closed
363966,Bill Flucuation,25-06-2015,9:15:11 AM,Customer Care Call,Manvel,Texas,77578,No,Solved
259629,Comcast internet-Price keeps changing,27-04-2015,4:40:09 PM,Internet,Mapleton,Utah,84664,No,Closed
221175,Comcast Continuous Modem Rental Charges,4/7/2015,10:55:32 AM,Customer Care Call,Margate,Florida,33063,No,Closed
360185,Comcast Throttling Internet,23-06-2015,9:26:30 PM,Internet,Margate,New Jersey,8402,Yes,Open
220948,Customer Service and Billing Complaint,4/7/2015,7:42:23 AM,Internet,Marietta,Georgia,30068,No,Closed
264114,300GB/month data cap 'trial' for several years now,29-04-2015,1:26:32 PM,Customer Care Call,Marietta,Georgia,30062,No,Closed
286994,Comcast data usage cap,13-05-2015,2:54:18 AM,Internet,Marietta,Georgia,30068,No,Open
292968,Comcast Data Caps,16-05-2015,12:19:09 AM,Customer Care Call,Marietta,Georgia,30067,No,Solved
293411,"Comcast and their ""data limit""",16-05-2015,2:57:30 PM,Internet,Marietta,Georgia,30066,Yes,Solved
295614,Comcast refuses to honor a plan that one of their sales reps offered,18-05-2015,5:11:06 PM,Internet,Marietta,Georgia,30066,No,Solved
316247,Comcast,6/1/2015,9:39:09 AM,Internet,Marietta,Georgia,30066,No,Closed
326514,Data Cap imposed without notice,6/6/2015,6:08:52 AM,Internet,Marietta,Georgia,30066,No,Solved
329684,Comcast charging over $600 for data,6/8/2015,10:53:54 PM,Customer Care Call,Marietta,Georgia,30067,No,Closed
354546,Comcast/Xfinity,21-06-2015,10:51:49 AM,Customer Care Call,Marietta,Georgia,30067,No,Solved
358050,Comcast Business Internet,23-06-2015,12:17:42 PM,Internet,Marietta,Georgia,30062,No,Solved
362909,Comcast 300GB data cap,24-06-2015,5:19:51 PM,Customer Care Call,Marietta,Georgia,30066,No,Solved
366944,Comcast Charges,25-06-2015,7:56:22 PM,Internet,Marietta,Georgia,30062,No,Solved
367546,Overcharged Internet Billing,26-06-2015,9:47:15 AM,Internet,Marietta,Georgia,30068,No,Open
368500,Comcast 300Gb Data Cap,26-06-2015,2:57:56 PM,Internet,Marietta,Georgia,30066,No,Solved
371385,Comcast - Billing Practices,28-06-2015,11:14:57 PM,Customer Care Call,Marietta,Georgia,30064,No,Open
318574,Comcast Billing and Service Issues,6/2/2015,12:07:56 PM,Customer Care Call,Markham,Illinois,60428,No,Open
359592,Intermittent poor service,23-06-2015,5:52:17 PM,Internet,Marlborough,Connecticut,6447,No,Open
281940,Inconsistent and poor internet performance,5/9/2015,2:51:48 PM,Customer Care Call,Marlton,New Jersey,5053,No,Closed
367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,26-06-2015,1:45:58 AM,Internet,Martinez,California,94553,No,Open
224222,Comcast endless problems,4/8/2015,2:07:47 PM,Internet,Martinez,Georgia,30907,No,Closed
218696,Internet connection delibrately slowed down,4/5/2015,10:06:33 PM,Internet,Martinez,Georgia,30907,No,Closed
249355,Comcast - Customer Service/Technical Service Inferiority,22-04-2015,1:38:59 AM,Customer Care Call,Martinsburg,West Virginia,25403,No,Closed
337071,Comcast cable outage,6/12/2015,1:40:52 PM,Customer Care Call,Martinsburg,West Virginia,25405,No,Solved
236299,service not disconnected as requested. overcharged and overpaid as a result.,15-04-2015,7:58:43 AM,Customer Care Call,Maryland Heights,Missouri,10701,No,Closed
340647,comcast service,15-06-2015,11:00:19 AM,Customer Care Call,Marysville,California,95901,No,Solved
372859,INFINITY / COMCAST,29-06-2015,4:10:08 PM,Customer Care Call,Marysville,Washington,98271,No,Solved
291044,Datacaps,14-05-2015,8:42:22 PM,Customer Care Call,Maynardville,Tennessee,37807,No,Open
246635,Comcast Internet Speeds,21-04-2015,11:02:40 AM,Customer Care Call,Maywood,New Jersey,7607,Yes,Closed
306219,Comcast - internet service complaint,25-05-2015,9:20:40 PM,Internet,Mccordsville,Indiana,46055,No,Open
328801,NO Comcast-- Uverse,6/8/2015,3:41:26 PM,Internet,Mcdonough,Georgia,30253,No,Closed
211775,Horrible Service,4/1/2015,12:28:58 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,No,Closed
316927,Comcast- Internet,6/1/2015,2:21:30 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,No,Closed
335859,internet,6/11/2015,7:47:29 PM,Internet,Mechanicsburg,Pennsylvania,17050,Yes,Solved
337869,Wasted Time and money!,6/12/2015,4:50:15 PM,Customer Care Call,Medley,Florida,33178,No,Solved
334514,billing issues,6/11/2015,11:40:59 AM,Internet,Melvindale,Michigan,48122,No,Solved
215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,4/2/2015,5:46:46 PM,Customer Care Call,Memphis,Tennessee,38111,No,Closed
243364,Comcast data caps,18-04-2015,8:55:05 PM,Internet,Memphis,Tennessee,38119,Yes,Closed
252934,Comcast,23-04-2015,3:33:57 PM,Customer Care Call,Memphis,Tennessee,38104,No,Closed
265590,Comcast data cap limit,29-04-2015,10:49:16 PM,Internet,Memphis,Tennessee,38104,No,Closed
270239,invalid sercice,5/2/2015,5:56:40 PM,Customer Care Call,Memphis,Tennessee,38111,No,Solved
270240,invalid sercice,5/2/2015,5:56:41 PM,Customer Care Call,Memphis,Tennessee,38111,No,Closed
304454,Comcast data caps,23-05-2015,12:23:38 AM,Customer Care Call,Memphis,Tennessee,38111,No,Open
325445,Stop the data caps of Comcast,6/5/2015,2:06:03 PM,Customer Care Call,Memphis,Tennessee,38111,No,Closed
333786,Lack of communication and poor customer service,6/10/2015,7:55:27 PM,Internet,Memphis,Tennessee,38115,No,Open
353177,Comcast Data Cap,19-06-2015,9:06:34 PM,Internet,Memphis,Tennessee,38016,No,Solved
363094,Comcast Overpricing,24-06-2015,6:23:10 PM,Customer Care Call,Memphis,Tennessee,38105,No,Open
361037,Comcast Rates,24-06-2015,9:42:09 AM,Customer Care Call,Memphis,Tennessee,38117,No,Solved
375276,Comcast Data Cap,30-06-2015,3:54:17 PM,Internet,Memphis,Tennessee,38115,No,Pending
214998,Comcast refuse to honor agreed upon price / promotion,4/2/2015,5:08:11 PM,Internet,Menlo Park,California,94025,No,Closed
358746,Comcast slowing down,23-06-2015,2:47:27 PM,Customer Care Call,Menlo Park,California,94025,No,Solved
365162,Unfair billing practices,25-06-2015,1:50:03 PM,Internet,Meriden,New Hampshire,3770,No,Solved
372223,Poor Customer Service with Comcast,29-06-2015,1:14:58 PM,Customer Care Call,Meridian,Mississippi,39307,No,Open
357976,Comcast has turned my business account to third-party collections when I legitimately canceled my contract per the terms,23-06-2015,12:03:16 PM,Customer Care Call,Metairie,Louisiana,70003,No,Solved
351053,"Comcast still billing, after account is closed and paid",19-06-2015,8:53:04 AM,Internet,Mexico,New York,13114,No,Solved
230370,comcast deceving upgrade without request,4/11/2015,11:29:04 AM,Customer Care Call,Miami,Florida,33177,Yes,Closed
239218,Comcast service issues.,16-04-2015,1:06:07 PM,Customer Care Call,Miami,Florida,33111,No,Closed
240653,"comcast internet, telephone, TV service",16-04-2015,10:13:04 PM,Customer Care Call,Miami,Florida,33133,No,Closed
215922,Not receiving internet and harrassing phone calls,4/3/2015,10:35:40 AM,Customer Care Call,Miami,Florida,33132,No,Closed
263934,Internet service,29-04-2015,12:30:58 PM,Internet,Miami,Florida,33172,No,Closed
265456,comcast complaint,29-04-2015,9:07:55 PM,Internet,Miami,Florida,33147,No,Closed
279363,Comcast is terrible,5/7/2015,8:59:18 PM,Internet,Miami,Florida,33186,No,Solved
282265,Comcast Internet Poor Service,5/9/2015,11:04:43 PM,Customer Care Call,Miami,Florida,33176,No,Open
282025,Charged for Cable Modem Rental that I have owned for 8 years,5/9/2015,4:03:56 PM,Internet,Miami,Florida,33157,No,Open
291461,Monthly charge for a Modem,15-05-2015,11:11:38 AM,Customer Care Call,Miami,Florida,33169,No,Solved
293037,Comcast service,16-05-2015,7:46:28 AM,Customer Care Call,Miami,Florida,33177,No,Closed
293038,Comcast service,16-05-2015,7:46:32 AM,Customer Care Call,Miami,Florida,33177,No,Closed
301242,COMCAST,21-05-2015,1:07:43 PM,Internet,Miami,Florida,33128,No,Solved
320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,6/3/2015,9:31:06 AM,Internet,Miami,Florida,33157,No,Solved
320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,6/3/2015,9:36:34 AM,Internet,Miami,Florida,33157,No,Open
340521,Failure to connect service,15-06-2015,9:51:39 AM,Internet,Miami,Florida,33133,No,Solved
352345,COMCAST WILL NOT CANCEL MY ACCOUNT,19-06-2015,3:42:43 PM,Customer Care Call,Miami,Florida,33150,No,Solved
356421,Problems with Comcast xfinity Internet service,22-06-2015,4:17:32 PM,Internet,Miami,Florida,33145,No,Solved
363477,"Paying for 50 Mbps from Comcast, only receiving 0.37 Mbps",24-06-2015,9:21:29 PM,Customer Care Call,Miami,Florida,33131,No,Open
365368,Comcast internet billing,25-06-2015,2:12:52 PM,Internet,Miami,Florida,33157,Yes,Open
367258,Comcast Internet being slow,25-06-2015,11:06:47 PM,Internet,Miami,Florida,33194,No,Pending
369434,Comcast New SignUp billing bait-and-switch,26-06-2015,9:54:59 PM,Internet,Miami,Florida,33125,No,Pending
365082,Billing,25-06-2015,1:26:23 PM,Internet,Miami Gardens,Florida,33056,No,Solved
355079,Lack of internet speed,22-06-2015,8:28:43 AM,Customer Care Call,Middleboro,Massachusetts,2346,No,Closed
262747,Comcast Poor Customer Services and Commitment,28-04-2015,7:15:01 PM,Internet,Middleburg,Florida,32068,No,Closed
223841,new fcc internet rules slowing down system,4/8/2015,12:24:52 PM,Internet,Middletown,Connecticut,6457,No,Closed
359483,Unfair pricing,23-06-2015,5:24:45 PM,Customer Care Call,Middletown,Maryland,21769,Yes,Solved
268773,Poor service from Comcast Xfinity,5/1/2015,2:01:54 PM,Internet,Milford,Delaware,19963,No,Open
360989,Internet and Cable Billing,24-06-2015,9:13:25 AM,Internet,Milford,Delaware,19963,No,Solved
238264,Comcast,15-04-2015,9:08:43 PM,Customer Care Call,Milford,Michigan,48380,No,Closed
277544,Comcast charging me for items I do not want/asked for,5/7/2015,4:04:35 AM,Customer Care Call,Mill Creek,Washington,98012,No,Solved
359345,Internet throttling,23-06-2015,4:49:35 PM,Internet,Mill Creek,Washington,98012,No,Solved
221961,Comcast - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,4/7/2015,2:39:40 PM,Customer Care Call,Mill Valley,California,94941,No,Closed
335917,"Second Complaint ""Comcast not honoring Marketing Materials""",6/11/2015,8:14:04 PM,Customer Care Call,Mill Valley,California,94941,No,Closed
353068,"Comcast committing ""Bait and Switch Fraud""",19-06-2015,7:38:35 PM,Customer Care Call,Mill Valley,California,94941,No,Solved
333619,Worst customer service with no resolution,6/10/2015,6:32:17 PM,Customer Care Call,Milpitas,California,95035,No,Solved
362974,Comcast,24-06-2015,5:38:10 PM,Customer Care Call,Milpitas,California,95035,No,Open
362991,Comcast billing issues,24-06-2015,5:44:30 PM,Customer Care Call,Milpitas,California,95035,No,Closed
361800,Paying for high speed internet and receiving low speeds,24-06-2015,12:57:08 PM,Internet,Milton,Delaware,19968,Yes,Open
325690,Unwilling to provide a refund for charging rent on a modem,6/5/2015,3:18:48 PM,Customer Care Call,Milton,Vermont,5468,No,Solved
282824,Internet connectivity issues,5/11/2015,1:33:11 AM,Customer Care Call,Milwaukie,Oregon,97222,No,Solved
358736,Comcast has raised my bill twice without warning,23-06-2015,2:45:47 PM,Customer Care Call,Minneapolis,Minnesota,55419,No,Solved
366782,"Comcast charges me for 25m connection, Get 5 down/11 up",25-06-2015,6:47:54 PM,Internet,Minneapolis,Minnesota,55404,No,Solved
248414,Comcast Business not honoring signed contract,21-04-2015,3:54:00 PM,Customer Care Call,Minnetonka,Minnesota,55435,No,Closed
271592,Transfer of services,5/4/2015,1:18:44 PM,Internet,Miramar,Florida,33025,No,Solved
338831,COMCAST NIGHTMARE,13-06-2015,10:53:23 AM,Internet,Miramar,Florida,33027,No,Solved
353876,CHARGED ERRONEOUS FEE ON BILL,20-06-2015,2:19:44 PM,Customer Care Call,Miramar,Florida,33027,No,Solved
251622,i need help pleas,23-04-2015,5:10:45 AM,Customer Care Call,Mobile,Alabama,36609,No,Closed
336981,Discriminatory tiered pricing and traffic limitations by Comcast.,6/12/2015,1:17:37 PM,Internet,Mobile,Alabama,36608,Yes,Closed
362644,Comcast thieves,24-06-2015,4:17:31 PM,Internet,Modesto,California,95350,No,Open
366339,Low internet quality,25-06-2015,4:45:36 PM,Customer Care Call,Modesto,California,95355,No,Open
233894,False Advertisement,14-04-2015,9:23:42 AM,Internet,Mokelumne Hill,California,95245,No,Closed
